time	XOutVar(1)	XOutVar(2)	XOutVar(3)	Y(1)	Y(2)	Y(3)	Z(1)	Z(2)	Z(3)
26986.375	-0.891007	0.891007	0.558456	-1.146	-1.24341	-1.34464	-5.73	-5.921	-6.112
26986.41667	-0.913545	0.913545	0.562241	-1.11	-1.20435	-1.3024	-5.55	-5.735	-5.92
26986.45833	-0.93358	0.93358	0.566014	-1.008	-1.09368	-1.18272	-5.04	-5.208	-5.376
26986.5	-0.951057	0.951057	0.569774	-0.894	-0.96999	-1.04896	-4.47	-4.619	-4.768
26986.54167	-0.965926	0.965926	0.573524	-0.846	-0.91791	-0.99264	-4.23	-4.371	-4.512
26986.58333	-0.978148	0.978148	0.577261	-0.816	-0.88536	-0.95744	-4.08	-4.216	-4.352
26986.625	-0.987688	0.987688	0.580986	-0.792	-0.85932	-0.92928	-3.96	-4.092	-4.224
26986.66667	-0.994522	0.994522	0.584699	-0.792	-0.85932	-0.92928	-3.96	-4.092	-4.224
26986.70833	-0.99863	0.99863	0.588399	-0.792	-0.85932	-0.92928	-3.96	-4.092	-4.224
26986.75	-1	1	0.592088	-0.804	-0.87234	-0.94336	-4.02	-4.154	-4.288
26986.79167	-0.99863	0.99863	0.595764	-0.804	-0.87234	-0.94336	-4.02	-4.154	-4.288
26986.83333	-0.994522	0.994522	0.599427	-0.804	-0.87234	-0.94336	-4.02	-4.154	-4.288
26986.875	-0.987688	0.987688	0.603078	-0.81	-0.87885	-0.9504	-4.05	-4.185	-4.32
26986.91667	-0.978148	0.978148	0.606717	-0.834	-0.90489	-0.97856	-4.17	-4.309	-4.448
26986.95833	-0.965926	0.965926	0.610343	-0.834	-0.90489	-0.97856	-4.17	-4.309	-4.448
26987	-0.951057	0.951057	0.613956	-0.792	-0.85932	-0.92928	-3.96	-4.092	-4.224
26987.04167	-0.93358	0.93358	0.617556	-0.744	-0.80724	-0.87296	-3.72	-3.844	-3.968
26987.08333	-0.913545	0.913545	0.621144	-0.72	-0.7812	-0.8448	-3.6	-3.72	-3.84
26987.125	-0.891007	0.891007	0.624718	-0.714	-0.77469	-0.83776	-3.57	-3.689	-3.808
26987.16667	-0.866025	0.866025	0.62828	-0.714	-0.77469	-0.83776	-3.57	-3.689	-3.808
26987.20833	-0.838671	0.838671	0.631828	-0.708	-0.76818	-0.83072	-3.54	-3.658	-3.776
26987.25	-0.809017	0.809017	0.635363	-0.714	-0.77469	-0.83776	-3.57	-3.689	-3.808
26987.29167	-0.777146	0.777146	0.638884	-0.726	-0.78771	-0.85184	-3.63	-3.751	-3.872
26987.33333	-0.743145	0.743145	0.642393	-0.744	-0.80724	-0.87296	-3.72	-3.844	-3.968
26987.375	-0.707107	0.707107	0.645888	-0.768	-0.83328	-0.90112	-3.84	-3.968	-4.096
26987.41667	-0.669131	0.669131	0.649369	-0.786	-0.85281	-0.92224	-3.93	-4.061	-4.192
26987.45833	-0.62932	0.62932	0.652838	-0.732	-0.79422	-0.85888	-3.66	-3.782	-3.904
26987.5	-0.587785	0.587785	0.656292	-0.672	-0.72912	-0.78848	-3.36	-3.472	-3.584
26987.54167	-0.544639	0.544639	0.659733	-0.708	-0.76818	-0.83072	-3.54	-3.658	-3.776
26987.58333	-0.5	0.5	0.66316	-0.702	-0.76167	-0.82368	-3.51	-3.627	-3.744
26987.625	-0.45399	0.45399	0.666573	-0.744	-0.80724	-0.87296	-3.72	-3.844	-3.968
26987.66667	-0.406737	0.406737	0.669972	-0.846	-0.91791	-0.99264	-4.23	-4.371	-4.512
26987.70833	-0.358368	0.358368	0.673357	-0.942	-1.02207	-1.10528	-4.71	-4.867	-5.024
26987.75	-0.309017	0.309017	0.676728	-0.984	-1.06764	-1.15456	-4.92	-5.084	-5.248
26987.79167	-0.258819	0.258819	0.680085	-0.99	-1.07415	-1.1616	-4.95	-5.115	-5.28
26987.83333	-0.207912	0.207912	0.683428	-0.984	-1.06764	-1.15456	-4.92	-5.084	-5.248
26987.875	-0.156434	0.156434	0.686756	-1.044	-1.13274	-1.22496	-5.22	-5.394	-5.568
26987.91667	-0.104528	0.104528	0.69007	-1.098	-1.19133	-1.28832	-5.49	-5.673	-5.856
26987.95833	-0.052336	0.052336	0.69337	-1.146	-1.24341	-1.34464	-5.73	-5.921	-6.112
26988	-2.44921E-15	-9.8104E-16	0.696655	-1.146	-1.24341	-1.34464	-5.73	-5.921	-6.112
26988.04167	0.052336	-0.052336	0.699926	-1.164	-1.26294	-1.36576	-5.82	-6.014	-6.208
26988.08333	0.104528	-0.104528	0.703182	-1.146	-1.24341	-1.34464	-5.73	-5.921	-6.112
26988.125	0.156434	-0.156434	0.706424	-1.074	-1.16529	-1.26016	-5.37	-5.549	-5.728
26988.16667	0.207912	-0.207912	0.70965	-1.068	-1.15878	-1.25312	-5.34	-5.518	-5.696
26988.20833	0.258819	-0.258819	0.712862	-0.99	-1.07415	-1.1616	-4.95	-5.115	-5.28
26988.25	0.309017	-0.309017	0.716059	-0.882	-0.95697	-1.03488	-4.41	-4.557	-4.704
26988.29167	0.358368	-0.358368	0.719241	-0.78	-0.8463	-0.9152	-3.9	-4.03	-4.16
26988.33333	0.406737	-0.406737	0.722409	-0.738	-0.80073	-0.86592	-3.69	-3.813	-3.936
26988.375	0.45399	-0.45399	0.72556	-0.702	-0.76167	-0.82368	-3.51	-3.627	-3.744
26988.41667	0.5	-0.5	0.728697	-0.624	-0.67704	-0.73216	-3.12	-3.224	-3.328
26988.45833	0.544639	-0.544639	0.731818	-0.582	-0.63147	-0.68288	-2.91	-3.007	-3.104
26988.5	0.587785	-0.587785	0.734925	-0.546	-0.59241	-0.64064	-2.73	-2.821	-2.912
26988.54167	0.62932	-0.62932	0.738016	-0.486	-0.52731	-0.57024	-2.43	-2.511	-2.592
26988.58333	0.669131	-0.669131	0.741091	-0.432	-0.46872	-0.50688	-2.16	-2.232	-2.304
26988.625	0.707107	-0.707107	0.744152	-0.408	-0.44268	-0.47872	-2.04	-2.108	-2.176
26988.66667	0.743145	-0.743145	0.747196	-0.39	-0.42315	-0.4576	-1.95	-2.015	-2.08
26988.70833	0.777146	-0.777146	0.750225	-0.372	-0.40362	-0.43648	-1.86	-1.922	-1.984
26988.75	0.809017	-0.809017	0.753238	-0.372	-0.40362	-0.43648	-1.86	-1.922	-1.984
26988.79167	0.838671	-0.838671	0.756236	-0.378	-0.41013	-0.44352	-1.89	-1.953	-2.016
26988.83333	0.866025	-0.866025	0.759218	-0.366	-0.39711	-0.42944	-1.83	-1.891	-1.952
26988.875	0.891007	-0.891007	0.762184	-0.342	-0.37107	-0.40128	-1.71	-1.767	-1.824
26988.91667	0.913545	-0.913545	0.765134	-0.318	-0.34503	-0.37312	-1.59	-1.643	-1.696
26988.95833	0.93358	-0.93358	0.768067	-0.294	-0.31899	-0.34496	-1.47	-1.519	-1.568
26989	0.951057	-0.951057	0.770986	-0.264	-0.28644	-0.30976	-1.32	-1.364	-1.408
26989.04167	0.965926	-0.965926	0.773887	-0.234	-0.25389	-0.27456	-1.17	-1.209	-1.248
26989.08333	0.978148	-0.978148	0.776773	-0.216	-0.23436	-0.25344	-1.08	-1.116	-1.152
26989.125	0.987688	-0.987688	0.779643	-0.216	-0.23436	-0.25344	-1.08	-1.116	-1.152
26989.16667	0.994522	-0.994522	0.782496	-0.264	-0.28644	-0.30976	-1.32	-1.364	-1.408
26989.20833	0.99863	-0.99863	0.785333	-0.324	-0.35154	-0.38016	-1.62	-1.674	-1.728
26989.25	1	-1	0.788153	-0.36	-0.3906	-0.4224	-1.8	-1.86	-1.92
26989.29167	0.99863	-0.99863	0.790957	-0.366	-0.39711	-0.42944	-1.83	-1.891	-1.952
26989.33333	0.994522	-0.994522	0.793745	-0.408	-0.44268	-0.47872	-2.04	-2.108	-2.176
26989.375	0.987688	-0.987688	0.796516	-0.462	-0.50127	-0.54208	-2.31	-2.387	-2.464
26989.41667	0.978148	-0.978148	0.79927	-0.492	-0.53382	-0.57728	-2.46	-2.542	-2.624
26989.45833	0.965926	-0.965926	0.802008	-0.51	-0.55335	-0.5984	-2.55	-2.635	-2.72
26989.5	0.951057	-0.951057	0.804729	-0.528	-0.57288	-0.61952	-2.64	-2.728	-2.816
26989.54167	0.93358	-0.93358	0.807433	-0.546	-0.59241	-0.64064	-2.73	-2.821	-2.912
26989.58333	0.913545	-0.913545	0.81012	-0.564	-0.61194	-0.66176	-2.82	-2.914	-3.008
26989.625	0.891007	-0.891007	0.81279	-0.594	-0.64449	-0.69696	-2.97	-3.069	-3.168
26989.66667	0.866025	-0.866025	0.815444	-0.648	-0.70308	-0.76032	-3.24	-3.348	-3.456
26989.70833	0.838671	-0.838671	0.81808	-0.732	-0.79422	-0.85888	-3.66	-3.782	-3.904
26989.75	0.809017	-0.809017	0.820699	-0.804	-0.87234	-0.94336	-4.02	-4.154	-4.288
26989.79167	0.777146	-0.777146	0.823301	-0.84	-0.9114	-0.9856	-4.2	-4.34	-4.48
26989.83333	0.743145	-0.743145	0.825886	-0.804	-0.87234	-0.94336	-4.02	-4.154	-4.288
26989.875	0.707107	-0.707107	0.828454	-0.876	-0.95046	-1.02784	-4.38	-4.526	-4.672
26989.91667	0.669131	-0.669131	0.831004	-0.936	-1.01556	-1.09824	-4.68	-4.836	-4.992
26989.95833	0.62932	-0.62932	0.833538	-0.978	-1.06113	-1.14752	-4.89	-5.053	-5.216
26990	0.587785	-0.587785	0.836053	-1.026	-1.11321	-1.20384	-5.13	-5.301	-5.472
26990.04167	0.544639	-0.544639	0.838551	-1.044	-1.13274	-1.22496	-5.22	-5.394	-5.568
26990.08333	0.5	-0.5	0.841032	-1.026	-1.11321	-1.20384	-5.13	-5.301	-5.472
26990.125	0.45399	-0.45399	0.843495	-1.008	-1.09368	-1.18272	-5.04	-5.208	-5.376
26990.16667	0.406737	-0.406737	0.845941	-1.032	-1.11972	-1.21088	-5.16	-5.332	-5.504
26990.20833	0.358368	-0.358368	0.848368	-1.038	-1.12623	-1.21792	-5.19	-5.363	-5.536
26990.25	0.309017	-0.309017	0.850779	-1.044	-1.13274	-1.22496	-5.22	-5.394	-5.568
26990.29167	0.258819	-0.258819	0.853171	-1.014	-1.10019	-1.18976	-5.07	-5.239	-5.408
26990.33333	0.207912	-0.207912	0.855545	-0.972	-1.05462	-1.14048	-4.86	-5.022	-5.184
26990.375	0.156434	-0.156434	0.857902	-0.954	-1.03509	-1.11936	-4.77	-4.929	-5.088
26990.41667	0.104528	-0.104528	0.860241	-0.918	-0.99603	-1.07712	-4.59	-4.743	-4.896
26990.45833	0.052336	-0.052336	0.862562	-0.84	-0.9114	-0.9856	-4.2	-4.34	-4.48
26990.5	-9.8104E-16	-9.79956E-15	0.864865	-0.786	-0.85281	-0.92224	-3.93	-4.061	-4.192
26990.54167	-0.052336	0.052336	0.867149	-0.756	-0.82026	-0.88704	-3.78	-3.906	-4.032
26990.58333	-0.104528	0.104528	0.869416	-0.732	-0.79422	-0.85888	-3.66	-3.782	-3.904
26990.625	-0.156434	0.156434	0.871665	-0.702	-0.76167	-0.82368	-3.51	-3.627	-3.744
26990.66667	-0.207912	0.207912	0.873895	-0.714	-0.77469	-0.83776	-3.57	-3.689	-3.808
26990.70833	-0.258819	0.258819	0.876107	-0.756	-0.82026	-0.88704	-3.78	-3.906	-4.032
26990.75	-0.309017	0.309017	0.878301	-0.846	-0.91791	-0.99264	-4.23	-4.371	-4.512
26990.79167	-0.358368	0.358368	0.880476	-0.888	-0.96348	-1.04192	-4.44	-4.588	-4.736
26990.83333	-0.406737	0.406737	0.882633	-0.906	-0.98301	-1.06304	-4.53	-4.681	-4.832
26990.875	-0.45399	0.45399	0.884772	-0.906	-0.98301	-1.06304	-4.53	-4.681	-4.832
26990.91667	-0.5	0.5	0.886892	-0.924	-1.00254	-1.08416	-4.62	-4.774	-4.928
26990.95833	-0.544639	0.544639	0.888994	-0.918	-0.99603	-1.07712	-4.59	-4.743	-4.896
26991	-0.587785	0.587785	0.891077	-0.912	-0.98952	-1.07008	-4.56	-4.712	-4.864
26991.04167	-0.62932	0.62932	0.893141	-0.972	-1.05462	-1.14048	-4.86	-5.022	-5.184
26991.08333	-0.669131	0.669131	0.895187	-1.026	-1.11321	-1.20384	-5.13	-5.301	-5.472
26991.125	-0.707107	0.707107	0.897214	-1.05	-1.13925	-1.232	-5.25	-5.425	-5.6
26991.16667	-0.743145	0.743145	0.899222	-1.038	-1.12623	-1.21792	-5.19	-5.363	-5.536
26991.20833	-0.777146	0.777146	0.901212	-1.002	-1.08717	-1.17568	-5.01	-5.177	-5.344
26991.25	-0.809017	0.809017	0.903183	-0.966	-1.04811	-1.13344	-4.83	-4.991	-5.152
26991.29167	-0.838671	0.838671	0.905135	-0.948	-1.02858	-1.11232	-4.74	-4.898	-5.056
26991.33333	-0.866025	0.866025	0.907068	-0.924	-1.00254	-1.08416	-4.62	-4.774	-4.928
26991.375	-0.891007	0.891007	0.908982	-0.894	-0.96999	-1.04896	-4.47	-4.619	-4.768
26991.41667	-0.913545	0.913545	0.910877	-0.858	-0.93093	-1.00672	-4.29	-4.433	-4.576
26991.45833	-0.93358	0.93358	0.912753	-0.828	-0.89838	-0.97152	-4.14	-4.278	-4.416
26991.5	-0.951057	0.951057	0.91461	-0.792	-0.85932	-0.92928	-3.96	-4.092	-4.224
26991.54167	-0.965926	0.965926	0.916448	-0.762	-0.82677	-0.89408	-3.81	-3.937	-4.064
26991.58333	-0.978148	0.978148	0.918267	-0.744	-0.80724	-0.87296	-3.72	-3.844	-3.968
26991.625	-0.987688	0.987688	0.920067	-0.744	-0.80724	-0.87296	-3.72	-3.844	-3.968
26991.66667	-0.994522	0.994522	0.921847	-0.786	-0.85281	-0.92224	-3.93	-4.061	-4.192
26991.70833	-0.99863	0.99863	0.923608	-0.804	-0.87234	-0.94336	-4.02	-4.154	-4.288
26991.75	-1	1	0.92535	-0.876	-0.95046	-1.02784	-4.38	-4.526	-4.672
26991.79167	-0.99863	0.99863	0.927073	-0.93	-1.00905	-1.0912	-4.65	-4.805	-4.96
26991.83333	-0.994522	0.994522	0.928776	-0.948	-1.02858	-1.11232	-4.74	-4.898	-5.056
26991.875	-0.987688	0.987688	0.93046	-1.074	-1.16529	-1.26016	-5.37	-5.549	-5.728
26991.91667	-0.978148	0.978148	0.932124	-1.146	-1.24341	-1.34464	-5.73	-5.921	-6.112
26991.95833	-0.965926	0.965926	0.933769	-1.206	-1.30851	-1.41504	-6.03	-6.231	-6.432
26992	-0.951057	0.951057	0.935395	-1.242	-1.34757	-1.45728	-6.21	-6.417	-6.624
26992.04167	-0.93358	0.93358	0.937001	-1.314	-1.42569	-1.54176	-6.57	-6.789	-7.008
26992.08333	-0.913545	0.913545	0.938587	-1.356	-1.47126	-1.59104	-6.78	-7.006	-7.232
26992.125	-0.891007	0.891007	0.940154	-1.368	-1.48428	-1.60512	-6.84	-7.068	-7.296
26992.16667	-0.866025	0.866025	0.941701	-1.398	-1.51683	-1.64032	-6.99	-7.223	-7.456
26992.20833	-0.838671	0.838671	0.943229	-1.362	-1.47777	-1.59808	-6.81	-7.037	-7.264
26992.25	-0.809017	0.809017	0.944736	-1.29	-1.39965	-1.5136	-6.45	-6.665	-6.88
26992.29167	-0.777146	0.777146	0.946225	-1.176	-1.27596	-1.37984	-5.88	-6.076	-6.272
26992.33333	-0.743145	0.743145	0.947693	-1.074	-1.16529	-1.26016	-5.37	-5.549	-5.728
26992.375	-0.707107	0.707107	0.949141	-1.014	-1.10019	-1.18976	-5.07	-5.239	-5.408
26992.41667	-0.669131	0.669131	0.95057	-0.972	-1.05462	-1.14048	-4.86	-5.022	-5.184
26992.45833	-0.62932	0.62932	0.951979	-0.942	-1.02207	-1.10528	-4.71	-4.867	-5.024
26992.5	-0.587785	0.587785	0.953368	-0.906	-0.98301	-1.06304	-4.53	-4.681	-4.832
26992.54167	-0.544639	0.544639	0.954737	-0.876	-0.95046	-1.02784	-4.38	-4.526	-4.672
26992.58333	-0.5	0.5	0.956086	-0.888	-0.96348	-1.04192	-4.44	-4.588	-4.736
26992.625	-0.45399	0.45399	0.957415	-0.888	-0.96348	-1.04192	-4.44	-4.588	-4.736
26992.66667	-0.406737	0.406737	0.958725	-0.972	-1.05462	-1.14048	-4.86	-5.022	-5.184
26992.70833	-0.358368	0.358368	0.960014	-1.086	-1.17831	-1.27424	-5.43	-5.611	-5.792
26992.75	-0.309017	0.309017	0.961283	-1.146	-1.24341	-1.34464	-5.73	-5.921	-6.112
26992.79167	-0.258819	0.258819	0.962532	-1.176	-1.27596	-1.37984	-5.88	-6.076	-6.272
26992.83333	-0.207912	0.207912	0.963761	-1.212	-1.31502	-1.42208	-6.06	-6.262	-6.464
26992.875	-0.156434	0.156434	0.96497	-1.212	-1.31502	-1.42208	-6.06	-6.262	-6.464
26992.91667	-0.104528	0.104528	0.966159	-1.248	-1.35408	-1.46432	-6.24	-6.448	-6.656
26992.95833	-0.052336	0.052336	0.967327	-1.266	-1.37361	-1.48544	-6.33	-6.541	-6.752
26993	-9.79956E-15	6.36931E-15	0.968476	-1.23	-1.33455	-1.4432	-6.15	-6.355	-6.56
26993.04167	0.052336	-0.052336	0.969604	-1.152	-1.24992	-1.35168	-5.76	-5.952	-6.144
26993.08333	0.104528	-0.104528	0.970712	-0.996	-1.08066	-1.16864	-4.98	-5.146	-5.312
26993.125	0.156434	-0.156434	0.971799	-0.99	-1.07415	-1.1616	-4.95	-5.115	-5.28
26993.16667	0.207912	-0.207912	0.972866	-0.942	-1.02207	-1.10528	-4.71	-4.867	-5.024
26993.20833	0.258819	-0.258819	0.973913	-0.978	-1.06113	-1.14752	-4.89	-5.053	-5.216
26993.25	0.309017	-0.309017	0.97494	-1.056	-1.14576	-1.23904	-5.28	-5.456	-5.632
26993.29167	0.358368	-0.358368	0.975946	-1.038	-1.12623	-1.21792	-5.19	-5.363	-5.536
26993.33333	0.406737	-0.406737	0.976932	-1.05	-1.13925	-1.232	-5.25	-5.425	-5.6
26993.375	0.45399	-0.45399	0.977898	-1.02	-1.1067	-1.1968	-5.1	-5.27	-5.44
26993.41667	0.5	-0.5	0.978843	-0.852	-0.92442	-0.99968	-4.26	-4.402	-4.544
26993.45833	0.544639	-0.544639	0.979768	-0.696	-0.75516	-0.81664	-3.48	-3.596	-3.712
26993.5	0.587785	-0.587785	0.980672	-0.786	-0.85281	-0.92224	-3.93	-4.061	-4.192
26993.54167	0.62932	-0.62932	0.981556	-0.732	-0.79422	-0.85888	-3.66	-3.782	-3.904
26993.58333	0.669131	-0.669131	0.982419	-0.642	-0.69657	-0.75328	-3.21	-3.317	-3.424
26993.625	0.707107	-0.707107	0.983262	-0.594	-0.64449	-0.69696	-2.97	-3.069	-3.168
26993.66667	0.743145	-0.743145	0.984084	-0.594	-0.64449	-0.69696	-2.97	-3.069	-3.168
26993.70833	0.777146	-0.777146	0.984886	-0.672	-0.72912	-0.78848	-3.36	-3.472	-3.584
26993.75	0.809017	-0.809017	0.985667	-0.714	-0.77469	-0.83776	-3.57	-3.689	-3.808
26993.79167	0.838671	-0.838671	0.986428	-0.702	-0.76167	-0.82368	-3.51	-3.627	-3.744
26993.83333	0.866025	-0.866025	0.987167	-0.642	-0.69657	-0.75328	-3.21	-3.317	-3.424
26993.875	0.891007	-0.891007	0.987887	-0.618	-0.67053	-0.72512	-3.09	-3.193	-3.296
26993.91667	0.913545	-0.913545	0.988586	-0.666	-0.72261	-0.78144	-3.33	-3.441	-3.552
26993.95833	0.93358	-0.93358	0.989264	-0.768	-0.83328	-0.90112	-3.84	-3.968	-4.096
26994	0.951057	-0.951057	0.989921	-0.798	-0.86583	-0.93632	-3.99	-4.123	-4.256
26994.04167	0.965926	-0.965926	0.990558	-0.756	-0.82026	-0.88704	-3.78	-3.906	-4.032
26994.08333	0.978148	-0.978148	0.991174	-0.774	-0.83979	-0.90816	-3.87	-3.999	-4.128
26994.125	0.987688	-0.987688	0.991769	-0.804	-0.87234	-0.94336	-4.02	-4.154	-4.288
26994.16667	0.994522	-0.994522	0.992344	-0.828	-0.89838	-0.97152	-4.14	-4.278	-4.416
26994.20833	0.99863	-0.99863	0.992898	-0.882	-0.95697	-1.03488	-4.41	-4.557	-4.704
26994.25	1	-1	0.993431	-0.936	-1.01556	-1.09824	-4.68	-4.836	-4.992
26994.29167	0.99863	-0.99863	0.993944	-0.984	-1.06764	-1.15456	-4.92	-5.084	-5.248
26994.33333	0.994522	-0.994522	0.994435	-0.99	-1.07415	-1.1616	-4.95	-5.115	-5.28
26994.375	0.987688	-0.987688	0.994906	-0.936	-1.01556	-1.09824	-4.68	-4.836	-4.992
26994.41667	0.978148	-0.978148	0.995357	-0.966	-1.04811	-1.13344	-4.83	-4.991	-5.152
26994.45833	0.965926	-0.965926	0.995786	-0.93	-1.00905	-1.0912	-4.65	-4.805	-4.96
26994.5	0.951057	-0.951057	0.996195	-0.87	-0.94395	-1.0208	-4.35	-4.495	-4.64
26994.54167	0.93358	-0.93358	0.996583	-0.798	-0.86583	-0.93632	-3.99	-4.123	-4.256
26994.58333	0.913545	-0.913545	0.99695	-0.774	-0.83979	-0.90816	-3.87	-3.999	-4.128
26994.625	0.891007	-0.891007	0.997296	-0.798	-0.86583	-0.93632	-3.99	-4.123	-4.256
26994.66667	0.866025	-0.866025	0.997621	-0.9	-0.9765	-1.056	-4.5	-4.65	-4.8
26994.70833	0.838671	-0.838671	0.997926	-0.966	-1.04811	-1.13344	-4.83	-4.991	-5.152
26994.75	0.809017	-0.809017	0.998209	-0.906	-0.98301	-1.06304	-4.53	-4.681	-4.832
26994.79167	0.777146	-0.777146	0.998472	-0.864	-0.93744	-1.01376	-4.32	-4.464	-4.608
26994.83333	0.743145	-0.743145	0.998714	-0.804	-0.87234	-0.94336	-4.02	-4.154	-4.288
26994.875	0.707107	-0.707107	0.998936	-0.804	-0.87234	-0.94336	-4.02	-4.154	-4.288
26994.91667	0.669131	-0.669131	0.999136	-0.822	-0.89187	-0.96448	-4.11	-4.247	-4.384
26994.95833	0.62932	-0.62932	0.999315	-0.756	-0.82026	-0.88704	-3.78	-3.906	-4.032
26995	0.587785	-0.587785	0.999474	-0.726	-0.78771	-0.85184	-3.63	-3.751	-3.872
26995.04167	0.544639	-0.544639	0.999612	-0.876	-0.95046	-1.02784	-4.38	-4.526	-4.672
26995.08333	0.5	-0.5	0.999729	-0.888	-0.96348	-1.04192	-4.44	-4.588	-4.736
26995.125	0.45399	-0.45399	0.999825	-0.906	-0.98301	-1.06304	-4.53	-4.681	-4.832
26995.16667	0.406737	-0.406737	0.9999	-0.918	-0.99603	-1.07712	-4.59	-4.743	-4.896
26995.20833	0.358368	-0.358368	0.999954	-0.936	-1.01556	-1.09824	-4.68	-4.836	-4.992
26995.25	0.309017	-0.309017	0.999987	-0.948	-1.02858	-1.11232	-4.74	-4.898	-5.056
26995.29167	0.258819	-0.258819	1	-0.96	-1.0416	-1.1264	-4.8	-4.96	-5.12
26995.33333	0.207912	-0.207912	0.999992	-0.978	-1.06113	-1.14752	-4.89	-5.053	-5.216
26995.375	0.156434	-0.156434	0.999962	-0.99	-1.07415	-1.1616	-4.95	-5.115	-5.28
26995.41667	0.104528	-0.104528	0.999912	-0.936	-1.01556	-1.09824	-4.68	-4.836	-4.992
26995.45833	0.052336	-0.052336	0.999841	-0.858	-0.93093	-1.00672	-4.29	-4.433	-4.576
26995.5	6.36931E-15	-2.93906E-15	0.999749	-0.774	-0.83979	-0.90816	-3.87	-3.999	-4.128
26995.54167	-0.052336	0.052336	0.999636	-0.768	-0.83328	-0.90112	-3.84	-3.968	-4.096
26995.58333	-0.104528	0.104528	0.999503	-0.684	-0.74214	-0.80256	-3.42	-3.534	-3.648
26995.625	-0.156434	0.156434	0.999348	-0.768	-0.83328	-0.90112	-3.84	-3.968	-4.096
26995.66667	-0.207912	0.207912	0.999173	-0.828	-0.89838	-0.97152	-4.14	-4.278	-4.416
26995.70833	-0.258819	0.258819	0.998977	-0.786	-0.85281	-0.92224	-3.93	-4.061	-4.192
26995.75	-0.309017	0.309017	0.99876	-0.858	-0.93093	-1.00672	-4.29	-4.433	-4.576
26995.79167	-0.358368	0.358368	0.998522	-0.978	-1.06113	-1.14752	-4.89	-5.053	-5.216
26995.83333	-0.406737	0.406737	0.998263	-0.942	-1.02207	-1.10528	-4.71	-4.867	-5.024
26995.875	-0.45399	0.45399	0.997983	-0.846	-0.91791	-0.99264	-4.23	-4.371	-4.512
26995.91667	-0.5	0.5	0.997683	-0.846	-0.91791	-0.99264	-4.23	-4.371	-4.512
26995.95833	-0.544639	0.544639	0.997362	-0.942	-1.02207	-1.10528	-4.71	-4.867	-5.024
26996	-0.587785	0.587785	0.997019	-0.996	-1.08066	-1.16864	-4.98	-5.146	-5.312
26996.04167	-0.62932	0.62932	0.996657	-1.044	-1.13274	-1.22496	-5.22	-5.394	-5.568
26996.08333	-0.669131	0.669131	0.996273	-1.074	-1.16529	-1.26016	-5.37	-5.549	-5.728
26996.125	-0.707107	0.707107	0.995868	-1.098	-1.19133	-1.28832	-5.49	-5.673	-5.856
26996.16667	-0.743145	0.743145	0.995443	-1.086	-1.17831	-1.27424	-5.43	-5.611	-5.792
26996.20833	-0.777146	0.777146	0.994997	-1.056	-1.14576	-1.23904	-5.28	-5.456	-5.632
26996.25	-0.809017	0.809017	0.99453	-1.002	-1.08717	-1.17568	-5.01	-5.177	-5.344
26996.29167	-0.838671	0.838671	0.994042	-0.912	-0.98952	-1.07008	-4.56	-4.712	-4.864
26996.33333	-0.866025	0.866025	0.993534	-0.798	-0.86583	-0.93632	-3.99	-4.123	-4.256
26996.375	-0.891007	0.891007	0.993005	-0.732	-0.79422	-0.85888	-3.66	-3.782	-3.904
26996.41667	-0.913545	0.913545	0.992455	-0.708	-0.76818	-0.83072	-3.54	-3.658	-3.776
26996.45833	-0.93358	0.93358	0.991884	-0.714	-0.77469	-0.83776	-3.57	-3.689	-3.808
26996.5	-0.951057	0.951057	0.991293	-0.666	-0.72261	-0.78144	-3.33	-3.441	-3.552
26996.54167	-0.965926	0.965926	0.990681	-0.552	-0.59892	-0.64768	-2.76	-2.852	-2.944
26996.58333	-0.978148	0.978148	0.990048	-0.516	-0.55986	-0.60544	-2.58	-2.666	-2.752
26996.625	-0.987688	0.987688	0.989395	-0.186	-0.20181	-0.21824	-0.93	-0.961	-0.992
26996.66667	-0.994522	0.994522	0.988721	0.186	0.20181	0.21824	0.93	0.961	0.992
26996.70833	-0.99863	0.99863	0.988026	0.102	0.11067	0.11968	0.51	0.527	0.544
26996.75	-1	1	0.987311	-0.15	-0.16275	-0.176	-0.75	-0.775	-0.8
26996.79167	-0.99863	0.99863	0.986575	-0.036	-0.03906	-0.04224	-0.18	-0.186	-0.192
26996.83333	-0.994522	0.994522	0.985819	0.114	0.12369	0.13376	0.57	0.589	0.608
26996.875	-0.987688	0.987688	0.985042	-0.054	-0.05859	-0.06336	-0.27	-0.279	-0.288
26996.91667	-0.978148	0.978148	0.984244	-0.294	-0.31899	-0.34496	-1.47	-1.519	-1.568
26996.95833	-0.965926	0.965926	0.983426	-0.438	-0.47523	-0.51392	-2.19	-2.263	-2.336
26997	-0.951057	0.951057	0.982587	-0.51	-0.55335	-0.5984	-2.55	-2.635	-2.72
26997.04167	-0.93358	0.93358	0.981728	-0.564	-0.61194	-0.66176	-2.82	-2.914	-3.008
26997.08333	-0.913545	0.913545	0.980848	-0.618	-0.67053	-0.72512	-3.09	-3.193	-3.296
26997.125	-0.891007	0.891007	0.979948	-0.66	-0.7161	-0.7744	-3.3	-3.41	-3.52
26997.16667	-0.866025	0.866025	0.979027	-0.636	-0.69006	-0.74624	-3.18	-3.286	-3.392
